Team Name,Home,Average Home Score,Average Away Score,home_away_diff
HKIS Div 13,HK Squash Centre,2.6666666666666665,0.5,2.1666666666666665
Energy Squash Club 2,HK Squash Centre,3.1666666666666665,1.1428571428571428,2.0238095238095237
Energy Squash Club 1,Kwun Chung Sports Centre,2.875,1.25,1.625
Kinetic 4,Pei Ho Street Sports Centre,3.142857142857143,1.875,1.2678571428571428
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,2.375,1.125,1.25
Happy Squash 4,Wai Tsuen Sports Centre,2.5555555555555554,1.375,1.1805555555555554
X-Alpha 5,Tai Po Sports Ground,2.888888888888889,2.25,0.6388888888888888
Yuen Long District Sports Association Limited,Yuen Long Jockey Club Squash Courts,2.6666666666666665,2.125,0.5416666666666665
SocGen Squash,HK Squash Centre,3.1666666666666665,2.6666666666666665,0.5
Electrify Squash Div 13,HK Squash Centre,4.666666666666667,4.2,0.4666666666666668
Sha Tin 6,Cornwall Street Squash Centre,3.6666666666666665,3.2222222222222223,0.4444444444444442
Fusion Squash Club 2,HK Squash Centre,2.75,2.857142857142857,-0.1071428571428572
