Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
BOSS,20,11.353353353353354,8.646646646646646,66.17717717717719,70.17017017017017,28.22822822822823,16.316316316316314,13.913913913913914,11.711711711711711,8.308308308308309,6.206206206206207,5.7057057057057055,3.6036036036036037,2.8028028028028027,2.1021021021021022,1.1011011011011012
Star River 1,20,11.145145145145145,8.854854854854855,64.30630630630631,59.95995995995996,18.51851851851852,14.814814814814813,15.015015015015015,11.611611611611613,8.80880880880881,8.608608608608609,6.206206206206207,6.706706706706707,4.3043043043043046,3.5035035035035036,1.9019019019019021
Sha Tin 5,20,10.74874874874875,9.25125125125125,61.92292292292292,45.44544544544544,10.31031031031031,13.913913913913914,11.21121121121121,10.01001001001001,10.01001001001001,10.01001001001001,9.90990990990991,8.608608608608609,7.4074074074074066,4.404404404404405,4.2042042042042045
Invader Squash,20,10.646646646646646,9.353353353353354,61.6036036036036,43.64364364364364,8.90890890890891,12.812812812812812,11.31131131131131,10.61061061061061,11.21121121121121,8.80880880880881,9.20920920920921,9.20920920920921,7.5075075075075075,5.205205205205205,5.205205205205205
7NT,20,10.677677677677679,9.322322322322321,61.507507507507505,44.04404404404404,9.20920920920921,10.71071071071071,12.212212212212211,11.911911911911911,12.412412412412413,10.41041041041041,8.108108108108109,6.706706706706707,7.707707707707708,6.006006006006006,4.604604604604605
Kinetic 3,20,10.417417417417417,9.582582582582583,60.76476476476476,37.93793793793794,8.108108108108109,9.90990990990991,9.30930930930931,10.61061061061061,10.61061061061061,11.911911911911911,10.81081081081081,8.408408408408409,9.10910910910911,5.405405405405405,5.805805805805806
Global Squash 2,20,9.248248248248249,10.751751751751751,58.18318318318318,25.325325325325327,4.3043043043043046,5.205205205205205,7.007007007007007,8.80880880880881,8.80880880880881,10.01001001001001,11.611611611611613,10.61061061061061,10.91091091091091,11.911911911911911,10.81081081081081
The Squash Club 3,20,9.235235235235235,10.764764764764765,58.11611611611612,25.925925925925927,4.1041041041041035,6.606606606606606,6.206206206206207,9.00900900900901,8.508508508508509,9.00900900900901,9.80980980980981,10.91091091091091,11.411411411411411,13.013013013013014,11.411411411411411
i-Mask Advance Squash Club 4,20,8.98898898898899,11.01101101101101,57.87887887887888,21.32132132132132,4.504504504504505,4.504504504504505,5.905905905905906,6.406406406406406,10.31031031031031,8.90890890890891,11.711711711711711,12.412412412412413,11.611611611611613,14.014014014014014,9.70970970970971
Hong Kong Cricket Club 7,20,8.911911911911911,11.088088088088089,55.96096096096096,16.616616616616618,2.902902902902903,3.4034034034034035,4.604604604604605,5.7057057057057055,6.306306306306306,9.10910910910911,9.20920920920921,13.613613613613614,12.012012012012011,14.714714714714713,18.41841841841842
Tuen Mun Squash Club,20,8.626626626626626,11.373373373373374,53.57857857857858,9.60960960960961,0.9009009009009009,1.8018018018018018,3.303303303303303,3.6036036036036037,4.704704704704705,7.007007007007007,7.707707707707708,9.20920920920921,15.215215215215217,19.71971971971972,26.826826826826828
