Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
Hong Kong Football Club 5A,18,10.682682682682684,7.317317317317317,60.62362362362362,76.97697697697699,29.22922922922923,21.92192192192192,15.915915915915916,9.90990990990991,7.907907907907907,5.005005005005005,5.105105105105105,3.203203203203203,1.1011011011011012,0.7007007007007007
Physical Chess 1,18,10.604604604604605,7.395395395395395,59.053053053053056,69.26926926926927,20.12012012012012,20.52052052052052,14.114114114114114,14.514514514514515,9.70970970970971,8.508508508508509,5.305305305305305,3.903903903903904,2.002002002002002,1.3013013013013013
Uncle,18,10.565565565565565,7.434434434434435,59.027027027027025,67.76776776776777,21.72172172172172,16.116116116116117,16.416416416416414,13.513513513513514,9.70970970970971,8.708708708708707,6.406406406406406,3.003003003003003,3.1031031031031033,1.3013013013013013
X-Alpha 2,18,9.463463463463464,8.536536536536538,56.671671671671675,52.552552552552555,10.91091091091091,13.213213213213212,16.116116116116117,12.312312312312311,14.214214214214213,11.31131131131131,8.80880880880881,6.006006006006006,4.404404404404405,2.7027027027027026
Happy Squash 2,18,8.97097097097097,9.02902902902903,53.867867867867865,36.43643643643644,6.106106106106106,8.708708708708707,9.00900900900901,12.612612612612612,12.912912912912914,13.413413413413414,11.411411411411411,10.41041041041041,9.20920920920921,6.206206206206207
The Squash Club 1,18,8.933933933933934,9.066066066066066,53.86286286286286,38.63863863863864,5.305305305305305,8.80880880880881,12.112112112112113,12.412412412412413,11.31131131131131,12.012012012012011,10.31031031031031,11.711711711711711,10.11011011011011,5.905905905905906
Hong Kong Racketlon Association 1,18,8.652652652652652,9.347347347347347,51.85985985985986,24.324324324324323,3.7037037037037033,5.105105105105105,6.606606606606606,8.90890890890891,11.21121121121121,14.114114114114114,13.013013013013014,15.415415415415415,13.313313313313312,8.608608608608609
Squashathon,18,7.514514514514515,10.485485485485485,49.14214214214214,14.514514514514515,1.5015015015015014,2.7027027027027026,4.2042042042042045,6.106106106106106,8.008008008008009,9.80980980980981,13.913913913913914,14.914914914914915,17.417417417417415,21.42142142142142
Hong Kong Football Club 5B,18,7.436436436436437,10.563563563563564,48.849849849849846,12.712712712712712,0.9009009009009009,1.5015015015015014,3.6036036036036037,6.706706706706707,8.308308308308309,10.61061061061061,14.414414414414415,14.514514514514515,19.01901901901902,20.42042042042042
i-Mask Advance Squash Club 1,18,7.175175175175175,10.824824824824825,47.04204204204204,6.806806806806807,0.5005005005005005,1.4014014014014013,1.9019019019019021,3.003003003003003,6.706706706706707,6.506506506506507,11.31131131131131,16.916916916916914,20.32032032032032,31.431431431431434
