Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11,12
TNG 2,22,12.665665665665665,9.334334334334335,72.46946946946946,67.76776776776778,28.52852852852853,16.816816816816818,12.312312312312311,10.11011011011011,6.206206206206207,7.007007007007007,5.005005005005005,4.504504504504505,3.203203203203203,2.6026026026026026,2.2022022022022023,1.5015015015015014
Greenfield,22,12.32132132132132,9.67867867867868,70.24224224224224,54.85485485485485,16.116116116116117,15.015015015015015,12.312312312312311,11.411411411411411,11.511511511511511,6.806806806806807,6.906906906906906,6.006006006006006,4.804804804804805,3.903903903903904,3.303303303303303,1.9019019019019021
Arctic Circle,22,11.254254254254255,10.745745745745745,67.996996996997,41.94194194194194,9.90990990990991,10.91091091091091,10.21021021021021,10.91091091091091,8.408408408408409,11.01101101101101,8.508508508508509,9.00900900900901,7.107107107107106,6.406406406406406,4.804804804804805,2.8028028028028027
TNG 1,22,11.106106106106106,10.893893893893894,66.3943943943944,36.53653653653654,6.506506506506507,8.508508508508509,10.51051051051051,11.01101101101101,9.10910910910911,8.408408408408409,8.308308308308309,8.308308308308309,8.008008008008009,7.5075075075075075,7.907907907907907,5.905905905905906
Royal Hong Kong Yacht Club Div 13,22,10.953953953953954,11.046046046046046,66.05905905905905,30.63063063063063,6.106106106106106,7.6076076076076085,8.508508508508509,8.408408408408409,10.91091091091091,10.41041041041041,7.907907907907907,8.008008008008009,9.70970970970971,7.107107107107106,8.80880880880881,6.506506506506507
North District Sports Association 2,22,11.048048048048049,10.951951951951951,66.02102102102103,31.231231231231234,6.206206206206207,8.608608608608609,7.807807807807808,8.608608608608609,11.01101101101101,8.608608608608609,9.60960960960961,8.608608608608609,8.308308308308309,8.208208208208207,7.4074074074074066,7.007007007007007
Bravo D13,22,10.93893893893894,11.06106106106106,65.997997997998,31.03103103103103,6.606606606606606,8.208208208208207,8.108108108108109,8.108108108108109,9.30930930930931,7.5075075075075075,11.611611611611613,9.10910910910911,9.30930930930931,8.90890890890891,7.4074074074074066,5.805805805805806
Squashathon PLZ,22,10.933933933933934,11.066066066066066,65.69769769769769,30.53053053053053,5.905905905905906,7.707707707707708,9.10910910910911,7.807807807807808,7.4074074074074066,9.60960960960961,10.31031031031031,8.408408408408409,9.60960960960961,9.40940940940941,7.5075075075075075,7.207207207207207
Star River 3,22,10.862862862862864,11.137137137137136,64.34634634634634,23.923923923923923,5.305305305305305,6.006006006006006,7.007007007007007,5.605605605605605,9.40940940940941,8.508508508508509,8.608608608608609,10.11011011011011,8.108108108108109,9.50950950950951,11.511511511511511,10.31031031031031
M&M Squash,22,10.681681681681681,11.318318318318319,63.788788788788786,23.023023023023022,4.1041041041041035,4.1041041041041035,6.806806806806807,8.008008008008009,7.307307307307307,8.408408408408409,7.6076076076076085,9.70970970970971,10.41041041041041,11.01101101101101,11.21121121121121,11.31131131131131
Physical Chess 4,22,9.74874874874875,12.25125125125125,63.070070070070074,17.017017017017018,2.7027027027027026,4.1041041041041035,3.903903903903904,6.306306306306306,5.905905905905906,8.408408408408409,10.11011011011011,10.31031031031031,10.91091091091091,13.213213213213212,11.911911911911911,12.212212212212211
Vitality Squash 3,22,9.484484484484485,12.515515515515515,59.91591591591592,11.511511511511511,2.002002002002002,2.4024024024024024,3.4034034034034035,3.7037037037037033,3.5035035035035036,5.305305305305305,5.505505505505505,7.907907907907907,10.51051051051051,12.212212212212211,16.016016016016017,27.52752752752753
