Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Energy Squash Club 2,HK Squash Centre,3.125,1.1428571428571428,1.9821428571428572
HKIS Div 13,HK Squash Centre,2.2857142857142856,0.42857142857142855,1.857142857142857
Energy Squash Club 1,Kwun Chung Sports Centre,3.111111111111111,1.3333333333333333,1.777777777777778
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,2.5,1.125,1.375
Kinetic 4,Pei Ho Street Sports Centre,2.875,1.875,1.0
Yuen Long District Sports Association Limited,Yuen Long Jockey Club Squash Courts,2.6666666666666665,1.7,0.9666666666666666
Happy Squash 4,Wai Tsuen Sports Centre,2.5555555555555554,1.6,0.9555555555555553
SocGen Squash,HK Squash Centre,3.4285714285714284,2.6666666666666665,0.7619047619047619
Electrify Squash Div 13,HK Squash Centre,4.666666666666667,4.0,0.666666666666667
X-Alpha 5,Tai Po Sports Ground,2.888888888888889,2.4444444444444446,0.4444444444444442
Sha Tin 6,Cornwall Street Squash Centre,3.5714285714285716,3.2222222222222223,0.3492063492063493
Fusion Squash Club 2,HK Squash Centre,2.75,2.857142857142857,-0.1071428571428572
