Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Kinetic 3,14.285714285714285,42.857142857142854,-4.761904761904759,42.857142857142854,-23.809523809523803,14.285714285714288
Kowloon Cricket Club 9,35.0,-2.5,30.0,17.5,-15.0,13.0
Twister,-6.666666666666671,20.0,20.0,40.0,-13.333333333333343,12.0
i-Mask Advance Squash Club 3,50.0,-50.0,25.0,25.0,0.0,10.0
Hong Kong Football Club 9,28.57142857142857,28.57142857142857,-28.571428571428577,14.285714285714285,0.0,8.571428571428577
Centre Squash,26.19047619047619,-9.523809523809518,-26.190476190476204,21.42857142857143,7.142857142857139,3.809523809523803
The Hong Kong Jockey Club Div 9,7.142857142857139,-8.92857142857143,-7.142857142857146,7.142857142857139,16.666666666666657,2.9761904761904674
BOSS,0.0,0.0,-40.0,13.333333333333329,30.0,0.6666666666666643
HKPF Squash Team,25.0,-16.66666666666667,0.0,-25.0,-66.66666666666666,-16.666666666666664
The Squash Club 2,0.0,-25.0,-25.0,0.0,-50.0,-20.0
