Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Royal Hong Kong Yacht Club Div 15,12,10,2,53,43,17
Squashathon One,13,9,4,49,40,25
Hong Kong Cricket Club 8,14,5,9,40,35,35
Physical Chess 5,12,7,5,36,31,29
HKIS Div 15,13,7,6,36,29,36
United Services Recreation Club 4,13,5,8,31,28,37
Sha Tin 7,13,2,11,21,19,46
