Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club 2,12,11,1,51,40,8
Hong Kong Football Club 2A,12,10,2,42,32,16
Hong Kong Football Club 2B,13,6,7,31,25,27
Hong Kong Cricket Club 2,11,3,8,17,14,30
Young Player 2,12,0,12,9,9,39
