Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 7B,13,9,4,52,43,22
Kowloon Cricket Club 7,14,10,4,48,40,30
The Squash Club 2,13,7,6,43,36,29
Physical Chess 2,13,7,6,39,33,32
Xavier,12,5,7,38,33,27
Hong Kong Cricket Club 6,12,7,5,37,30,30
Twister 2,13,0,13,10,10,55
