Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,15,14,1,75,61,14
RELAY 2,14,10,4,59,49,21
Squash-On,15,10,5,55,45,29
Fusion Squash Club 3,15,6,9,40,34,41
TNG 3,15,7,8,38,33,42
Squashathon MeGa,14,6,7,36,30,37
i-Mask Advance Squash Club 6,15,4,11,29,25,50
Serve - Ivors,15,1,13,4,14,57
