Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Friend Club,15,12,3,63,51,24
i-Mask Advance Squash Club 3,15,11,4,60,49,26
Kowloon Cricket Club 9,15,10,5,51,41,34
Kwai Tsing District Squash Club,15,8,7,49,41,34
Hong Kong Football Club 9,15,7,8,42,35,40
Centre Squash,15,6,9,38,32,43
The Best Group 2,15,4,11,30,26,49
HKPF Squash Team,15,2,13,27,25,50
