Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Cricket Club M1A,2,2,0,8,6,0,0,1,0,0
Hong Kong Football Club M1A,2,2,0,7,5,1,0,1,0,0
Hong Kong Cricket Club M1B,2,0,2,1,1,5,2,0,0,0
Hong Kong Football Club M1B,1,0,1,0,0,3,0,0,0,0
Squashathon M+,1,0,1,0,0,3,0,0,0,0
