Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club 7A,2,2,0,9,7,3,0,0,0,0
Hong Kong Football Club 7B,2,1,1,7,6,4,0,0,0,0
Xavier,2,1,1,7,6,4,2,0,0,0
Hong Kong Cricket Club D7A,2,1,1,6,5,5,0,0,0,0
Social Squash Team,2,1,1,6,5,5,0,0,0,0
Hong Kong Cricket Club D7B,2,1,1,5,4,6,0,0,0,0
Thunder 1,2,1,1,5,4,6,0,1,0,0
Physical Chess 2,1,1,0,5,4,1,0,0,0,0
UST,1,1,0,4,3,2,0,0,0,0
i-Mask Advance Squash Club 1,2,0,2,4,4,6,0,0,0,0
Kinetic 1,2,0,2,2,2,8,0,1,0,0
