Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Sha Tin 4,2,2,0,12,10.0,0.0,0.0,0.0,0.0,0.0
RELAY 1,2,2,0,11,9.0,1.0,0.0,0.0,0.0,0.0
United Services Recreation Club 3,2,2,0,10,8.0,2.0,0.0,0.0,0.0,0.0
Thunder 2,2,1,1,7,6.0,4.0,0.0,0.0,0.0,0.0
Kwai Tsing District Squash Club,2,1,1,5,4.0,6.0,0.0,0.0,0.0,0.0
Hong Kong Cricket Club D10,1,0,1,2,2.0,3.0,0.0,0.0,0.0,0.0
i-Mask Advance Squash Club 4,1,0,1,1,1.0,4.0,0.0,0.0,0.0,0.0
Squashathon Advance,1,0,1,0,0.0,5.0,0.0,0.0,0.0,0.0
Bravo D10,2,0,2,0,0.0,10.0,0.0,0.0,0.0,0.0
Banbil,1,0,1,0,0.0,5.0,0.0,0.0,0.0,0.0
Mercury,0,0,0,0,,,,,,
