Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 6B,2,2,0,10,8,2,0,0,0,0
Fusion Squash Club 1,2,2,0,8,6,4,0,0,0,0
Hong Kong Football Club 6C,2,1,1,7,6,4,0,0,0,0
Global Squash 1,2,1,1,7,6,4,0,0,0,0
Kowloon Cricket Club 6A,2,1,1,7,6,4,0,0,0,0
Hong Kong Cricket Club D6,2,1,1,5,4,6,0,0,0,0
Hong Kong Football Club 6B,2,1,1,4,3,7,0,0,0,0
Electrify Squash Div 6,1,1,0,4,3,2,0,0,0,0
Hong Kong Football Club 6A,2,0,2,3,3,7,0,0,0,0
Uncles,1,0,1,2,2,3,0,0,0,0
Ladies Recreation Club Div 6,1,0,1,2,2,3,0,0,0,0
X-Alpha 3,1,0,1,1,1,4,0,0,0,0
