Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
The Squash Club 4,2,2,0,12,10,0,0,5,0,0
8 Virtues + 1,2,2,0,10,8,2,0,1,0,4
Hong Kong Football Club 14,2,1,1,7,6,4,1,0,0,0
Ladies Recreation Club Div 14,2,1,1,6,5,5,3,0,0,1
RELAY 2,2,1,1,6,5,5,0,0,0,0
Royal Hong Kong Yacht Club Div 14,1,1,0,6,5,0,0,0,0,0
North District Sports Association 2,1,1,0,4,3,2,0,0,0,0
TKO Junior 1,2,1,1,4,3,7,0,0,0,0
Physical Chess 5,1,0,1,2,2,3,0,0,0,0
Fusion Squash Club 4,2,0,2,1,2,8,0,0,1,0
Squash-On,2,0,2,1,1,9,2,0,0,0
TNG 3,1,0,1,-4,0,5,0,0,4,0
