Home Team,Away Team,Venue,Match Week,Date
LONGVIEW,Dynamos Squash,Cornwall Street Squash Centre,8,2024-11-29
MERCURY,X-Alpha 4,HK Squash Centre,8,2024-11-29
NEXUS 3,Vitality Squash 2,Pei Ho Street Sports Centre,8,2024-11-29
Fusion Squash Club 1,Happy Squash 3,Harbour Road Sports Centre,8,2024-11-29
MERCURY,LONGVIEW,HK Squash Centre,9,2025-01-03
Vitality Squash 2,Dynamos Squash,HK Squash Centre,9,2025-01-03
Happy Squash 3,X-Alpha 4,Tsing Yi Sports Centre,9,2025-01-03
Fusion Squash Club 1,NEXUS 3,HK Squash Centre,9,2025-01-03
X-Alpha 4,NEXUS 3,Pei Ho Street Sports Centre,10,2025-01-10
Dynamos Squash,Happy Squash 3,Tsing Yi Sports Centre,10,2025-01-10
LONGVIEW,Vitality Squash 2,Kwun Chung Sports Centre,10,2025-01-10
MERCURY,Fusion Squash Club 1,HK Squash Centre,10,2025-01-10
Vitality Squash 2,MERCURY,Java Road Sports Centre,11,2025-01-17
Happy Squash 3,LONGVIEW,Wai Tsuen Sports Centre,11,2025-01-17
NEXUS 3,Dynamos Squash,HK Squash Centre,11,2025-01-17
Fusion Squash Club 1,X-Alpha 4,HK Squash Centre,11,2025-01-17
Dynamos Squash,X-Alpha 4,Tsing Yi Sports Centre,12,2025-01-24
LONGVIEW,NEXUS 3,HK Squash Centre,12,2025-01-24
MERCURY,Happy Squash 3,Java Road Sports Centre,12,2025-01-24
Fusion Squash Club 1,Vitality Squash 2,HK Squash Centre,12,2025-01-24
Happy Squash 3,Vitality Squash 2,Wai Tsuen Sports Centre,13,2025-02-07
NEXUS 3,MERCURY,Cornwall Street Squash Centre,13,2025-02-07
X-Alpha 4,LONGVIEW,Pei Ho Street Sports Centre,13,2025-02-07
Fusion Squash Club 1,Dynamos Squash,HK Squash Centre,13,2025-02-07
Dynamos Squash,LONGVIEW,Tsing Yi Sports Centre,14,2025-02-14
X-Alpha 4,MERCURY,Pei Ho Street Sports Centre,14,2025-02-14
Vitality Squash 2,NEXUS 3,Java Road Sports Centre,14,2025-02-14
Happy Squash 3,Fusion Squash Club 1,Yeung Uk Road Sports Centre,14,2025-02-14
Happy Squash 3,NEXUS 3,Wai Tsuen Sports Centre,15,2025-02-21
Vitality Squash 2,X-Alpha 4,HK Squash Centre,15,2025-02-21
MERCURY,Dynamos Squash,HK Squash Centre,15,2025-02-21
Fusion Squash Club 1,LONGVIEW,HK Squash Centre,15,2025-02-21
LONGVIEW,MERCURY,Java Road Sports Centre,16,2025-02-28
Dynamos Squash,Vitality Squash 2,Tsing Yi Sports Centre,16,2025-02-28
X-Alpha 4,Happy Squash 3,Pei Ho Street Sports Centre,16,2025-02-28
NEXUS 3,Fusion Squash Club 1,Cornwall Street Squash Centre,16,2025-02-28
NEXUS 3,X-Alpha 4,Cornwall Street Squash Centre,17,2025-03-07
Happy Squash 3,Dynamos Squash,Wai Tsuen Sports Centre,17,2025-03-07
LONGVIEW,Vitality Squash 2,Kwun Chung Sports Centre,17,2025-03-07
Fusion Squash Club 1,MERCURY,HK Squash Centre,17,2025-03-07
MERCURY,Vitality Squash 2,HK Squash Centre,18,2025-03-14
LONGVIEW,Happy Squash 3,Kwun Chung Sports Centre,18,2025-03-14
Dynamos Squash,NEXUS 3,Tsing Yi Sports Centre,18,2025-03-14
X-Alpha 4,Fusion Squash Club 1,Pei Ho Street Sports Centre,18,2025-03-14
X-Alpha 4,Dynamos Squash,Pei Ho Street Sports Centre,19,2025-03-21
NEXUS 3,LONGVIEW,Cornwall Street Squash Centre,19,2025-03-21
Happy Squash 3,MERCURY,Wai Tsuen Sports Centre,19,2025-03-21
Fusion Squash Club 1,Vitality Squash 2,HK Squash Centre,19,2025-03-21
Happy Squash 3,Vitality Squash 2,Yeung Uk Road Sports Centre,20,2025-03-28
NEXUS 3,MERCURY,Cornwall Street Squash Centre,20,2025-03-28
LONGVIEW,X-Alpha 4,Kwun Chung Sports Centre,20,2025-03-28
Dynamos Squash,Fusion Squash Club 1,Tsing Yi Sports Centre,20,2025-03-28
NEXUS 3,Happy Squash 3,Cornwall Street Squash Centre,21,2025-04-11
X-Alpha 4,Vitality Squash 2,Cornwall Street Squash Centre,21,2025-04-11
Dynamos Squash,MERCURY,Tsing Yi Sports Centre,21,2025-04-11
LONGVIEW,Fusion Squash Club 1,Cornwall Street Squash Centre,21,2025-04-11
