Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
United Services Recreation Club M3,v,Hong Kong Cricket Club M3,United Services Recreation Club,18:30,"3-2(1-3,3-0,0-3,3-0,3-0)",1,06/10/2022
Jaws Master,v,American Club - Yacht Club,Masters - HK Squash Centre,18:30,"4-1(2-3,3-0,3-1,3-0,3-1)",1,06/10/2022
Titlows Squash Team,v,Howard's Folly Wine LRC Master 3,Masters - HK Squash Centre,18:30,"0-5(0-3,0-3,0-3,1-3,CR)",1,06/10/2022
Hong Kong Football Club M3A,v,Hong Kong Football Club M3B,Hong Kong Football Club,18:30,"3-2(2-3,3-0,3-0,3-0,1-3)",1,06/10/2022
Howard's Folly Wine LRC Master 3,v,United Services Recreation Club M3,Ladies Recreation Club,18:30,"1-4(1-3,1-3,0-3,3-2,CR)",2,13/10/2022
Titlows Squash Team,v,American Club - Yacht Club,Masters - HK Squash Centre,18:30,"1-4(0-3,1-3,0-3,3-0,0-3)",2,13/10/2022
Hong Kong Football Club M3B,v,Jaws Master,Hong Kong Football Club,18:30,"3-2(0-3,2-3,3-0,3-0,3-0)",2,13/10/2022
Hong Kong Cricket Club M3,v,Hong Kong Football Club M3A,Hong Kong Cricket Club,18:30,"3-2(0-3,3-0,3-2,3-0,0-3)",2,13/10/2022
United Services Recreation Club M3,v,Hong Kong Football Club M3A,United Services Recreation Club,18:30,"3-2(3-0,2-3,0-3,3-1,3-0)",3,20/10/2022
Jaws Master,v,Hong Kong Cricket Club M3,Masters - HK Squash Centre,18:30,"3-2(3-0,3-0,3-1,0-3,2-3)",3,20/10/2022
Titlows Squash Team,v,Hong Kong Football Club M3B,Masters - HK Squash Centre,18:30,"0-5(0-3,2-3,0-3,0-3,1-3)",3,20/10/2022
Howard's Folly Wine LRC Master 3,v,American Club - Yacht Club,Ladies Recreation Club,18:30,"3-2(3-2,3-0,0-3,3-0,0-3)",3,20/10/2022
American Club - Yacht Club,v,United Services Recreation Club M3,American Club,18:30,"1-4(1-3,0-3,2-3,3-2,1-3)",4,27/10/2022
Hong Kong Football Club M3B,v,Howard's Folly Wine LRC Master 3,Hong Kong Football Club,18:30,"3-2(3-2,0-3,0-3,3-0,3-1)",4,27/10/2022
