Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Hong Kong Racketlon Association 1,v,Happy Squash 2,HK Squash Centre,19:00,"0-5(1-3,0-3,1-3,2-3,0-3)",1,07/10/2022
Physical Chess Squash Club Academy 1,v,YLJR 1,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",1,07/10/2022
Hong Kong Football Club 7A,v,Hong Kong Football Club 7B,Hong Kong Football Club,19:00,"1-4(2-3,0-3,0-3,0-3,3-2)",1,07/10/2022
i-Mask Advance Squash Club 1,v,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,19:00,"1-4(0-3,0-3,1-3,3-2,0-3)",1,07/10/2022
TNG 2,v,[BYE],,,,1,07/10/2022
i-Mask Advance Squash Club 2,v,Physical Chess Squash Club Academy 1,Pei Ho Street Sports Centre,19:00,"4-1(3-2,3-0,1-3,3-2,3-0)",2,14/10/2022
Hong Kong Football Club 7B,v,i-Mask Advance Squash Club 1,Hong Kong Football Club,19:00,"5-0(3-1,3-0,3-0,3-0,3-0)",2,14/10/2022
Happy Squash 2,v,Hong Kong Football Club 7A,Yeung Uk Road Sports Centre,19:00,"2-3(3-1,0-3,3-2,0-3,CR)",2,14/10/2022
TNG 2,v,Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,19:00,"3-2(3-0,3-1,2-3,3-2,CR)",2,14/10/2022
YLJR 1,v,[BYE],,,,2,14/10/2022
Hong Kong Football Club 7A,v,TNG 2,Hong Kong Football Club,19:00,"2-3(3-1,2-3,3-0,2-3,0-3)",3,21/10/2022
i-Mask Advance Squash Club 1,v,Happy Squash 2,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-2,1-3,3-0,3-0)",3,21/10/2022
Physical Chess Squash Club Academy 1,v,Hong Kong Football Club 7B,Cornwall Street Squash Centre,19:00,"4-1(3-2,0-3,3-0,3-1,3-2)",3,21/10/2022
YLJR 1,v,i-Mask Advance Squash Club 2,Yuen Long Jockey Club Squash Courts,19:00,"1-4(3-1,0-3,0-3,0-3,0-3)",3,21/10/2022
Hong Kong Racketlon Association 1,v,[BYE],,,,3,21/10/2022
Hong Kong Football Club 7B,v,YLJR 1,Hong Kong Football Club,19:00,"5-0(3-1,3-0,3-0,3-0,3-1)",4,28/10/2022
Physical Chess Squash Club Academy 1,v,Happy Squash 2,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-2,3-0,3-0)",4,28/10/2022
TNG 2,v,i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,19:00,"3-2(3-1,3-0,2-3,3-0,0-3)",4,28/10/2022
Hong Kong Racketlon Association 1,v,Hong Kong Football Club 7A,HK Squash Centre,19:00,"2-3(0-3,2-3,3-2,0-3,3-1)",4,28/10/2022
i-Mask Advance Squash Club 2,v,[BYE],,,,4,28/10/2022
i-Mask Advance Squash Club 1,v,Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,19:00,"4-1(3-0,0-3,3-0,3-0,3-1)",5,04/11/2022
Physical Chess Squash Club Academy 1,v,TNG 2,Cornwall Street Squash Centre,19:00,"4-1(3-1,3-1,3-0,3-0,2-3)",5,04/11/2022
YLJR 1,v,Happy Squash 2,Cornwall Street Squash Centre,19:00,"2-3(3-1,3-0,1-3,CR,CR)",5,04/11/2022
