Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Old Squash Fellows,v,Tuen Mun Squash Club,HK Squash Centre,19:00,"3-2(2-3,1-3,3-0,3-0,3-1)",1,11/10/2022
United Services Recreation Club 3,v,Sergio Tacchini KCC 15,United Services Recreation Club,19:00,"3-2(0-3,3-0,3-0,3-0,0-3)",1,11/10/2022
Hong Kong Football Club 15,v,HKPF Squash Team,Hong Kong Football Club,19:00,"1-4(1-3,0-3,3-1,0-3,1-3)",1,11/10/2022
Boss,v,[BYE],,,,1,11/10/2022
Sergio Tacchini KCC 15,v,Hong Kong Football Club 15,Kowloon Cricket Club,19:00,"4-1(3-0,1-3,3-0,3-1,3-0)",2,18/10/2022
Old Squash Fellows,v,United Services Recreation Club 3,HK Squash Centre,19:00,"1-4(3-1,1-3,1-3,1-3,1-3)",2,18/10/2022
Boss,v,Tuen Mun Squash Club,Cornwall Street Squash Centre,19:00,"5-0(3-1,3-1,3-0,3-1,3-0)",2,18/10/2022
HKPF Squash Team,v,[BYE],,,,2,18/10/2022
United Services Recreation Club 3,v,Boss,United Services Recreation Club,19:00,"3-2(0-3,3-0,3-0,3-1,0-3)",3,25/10/2022
Hong Kong Football Club 15,v,Old Squash Fellows,Hong Kong Football Club,19:00,"3-2(3-2,3-1,1-3,0-3,3-0)",3,25/10/2022
HKPF Squash Team,v,Sergio Tacchini KCC 15,Cornwall Street Squash Centre,19:00,"3-2(3-0,3-1,0-3,1-3,3-0)",3,25/10/2022
Tuen Mun Squash Club,v,[BYE],,,,3,25/10/2022
Old Squash Fellows,v,HKPF Squash Team,HK Squash Centre,19:00,"1-4(0-3,0-3,1-3,3-0,0-3)",4,01/11/2022
Boss,v,Hong Kong Football Club 15,Cornwall Street Squash Centre,19:00,"5-0(3-1,3-2,3-0,3-0,3-0)",4,01/11/2022
Tuen Mun Squash Club,v,United Services Recreation Club 3,Cornwall Street Squash Centre,19:00,"3-2(3-1,3-1,0-3,3-0,0-3)",4,01/11/2022
Sergio Tacchini KCC 15,v,[BYE],,,,4,01/11/2022
Hong Kong Football Club 15,v,Tuen Mun Squash Club,Hong Kong Football Club,19:00,"3-2(2-3,3-0,0-3,3-2,3-0)",5,08/11/2022
HKPF Squash Team,v,Boss,Cornwall Street Squash Centre,19:00,"3-2(3-0,3-0,3-1,0-3,2-3)",5,08/11/2022
Sergio Tacchini KCC 15,v,Old Squash Fellows,Kowloon Cricket Club,19:00,"2-3(2-3,3-2,3-0,0-3,0-3)",5,08/11/2022
United Services Recreation Club 3,v,[BYE],,,,5,08/11/2022
Boss,v,Sergio Tacchini KCC 15,Cornwall Street Squash Centre,19:00,"4-1(3-1,0-3,3-1,3-0,3-0)",6,15/11/2022
Tuen Mun Squash Club,v,HKPF Squash Team,Cornwall Street Squash Centre,19:00,"1-4(0-3,0-3,2-3,3-1,0-3)",6,15/11/2022
United Services Recreation Club 3,v,Hong Kong Football Club 15,United Services Recreation Club,19:00,"4-1(3-2,3-0,3-0,3-0,0-3)",6,15/11/2022
Old Squash Fellows,v,[BYE],,,,6,15/11/2022
HKPF Squash Team,v,United Services Recreation Club 3,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-0,3-1,3-0,2-3)",7,22/11/2022
Sergio Tacchini KCC 15,v,Tuen Mun Squash Club,Kowloon Cricket Club,19:00,"2-3(1-3,3-1,0-3,0-3,3-2)",7,22/11/2022
Old Squash Fellows,v,Boss,HK Squash Centre,19:00,"3-2(3-0,3-0,3-0,0-3,1-3)",7,22/11/2022
Hong Kong Football Club 15,v,[BYE],,,,7,22/11/2022
Tuen Mun Squash Club,v,Old Squash Fellows,Cornwall Street Squash Centre,19:00,"4-1(3-2,3-2,2-3,3-0,3-0)",8,06/12/2022
Sergio Tacchini KCC 15,v,United Services Recreation Club 3,Kowloon Cricket Club,19:00,"2-3(3-2,3-1,1-3,0-3,0-3)",8,06/12/2022
HKPF Squash Team,v,Hong Kong Football Club 15,Cornwall Street Squash Centre,19:00,"1-4(2-3,0-3,1-3,3-0,0-3)",8,06/12/2022
Boss,v,[BYE],,,,8,06/12/2022
Hong Kong Football Club 15,v,Sergio Tacchini KCC 15,Hong Kong Football Club,19:00,"3-2(3-2,3-0,0-3,3-1,0-3)",9,13/12/2022
United Services Recreation Club 3,v,Old Squash Fellows,United Services Recreation Club,19:00,"4-1(0-3,3-0,3-1,3-0,3-0)",9,13/12/2022
Tuen Mun Squash Club,v,Boss,Cornwall Street Squash Centre,19:00,"2-3(3-1,3-0,0-3,0-3,0-3)",9,13/12/2022
