Team,Most Games,Most Wins,Highest Win Percentage
Electrify Squash Div 15,"Chou Kowk Wai, Chan Tsz Hin Benjamin (14)","Chou Kowk Wai, Chan Tsz Hin Benjamin (14)","Chou Kowk Wai, Cheung Chak Hang, Chan Tsz Hin Benjamin (100.0%)"
Fusion Squash Club 3,Wang Alden (12),Lee Tin Yau (6),Lee Tin Yau (75.0%)
RELAY 2,Cheng Tsz Long (10),"Cheng Tsz Long, Chung Yui On Jake (8)",Chung Yui On Jake (100.0%)
Serve - Ivors,Sra Jai Singh (9),"Finn Christopher, Sra Jai Singh (5)",Finn Christopher (100.0%)
Squash-On,Chan Lut Yin Marcus (15),Chan Lut Yin Marcus (12),Fan Ethan Zheming (85.7%)
Squashathon MeGa,Shi Tuofu (9),"Buxani Krish, Tsang Ka Lei Carrie, Leung Cheuk Hin (5)","Buxani Krish, Tsang Ka Lei Carrie, Leung Cheuk Hin (83.3%)"
TNG 3,Cheung Hei Sun (10),Chung King Lok Jacob (6),"Chung King Lok Jacob, Jue Emily Xiao Ran, Cheung Vinus (66.7%)"
i-Mask Advance Squash Club 6,Chu Nathan Yian Zhe (11),"Lam Tsz Wang, Lam Tsz Ching (5)",Au Pak Yin (57.1%)
