Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
The Hong Kong Jockey Club Div 10,18,16,2,87,71,19
RELAY 1,17,12,5,68,56,29
Banbil,17,11,6,67,56,29
United Services Recreation Club 3,17,11,6,60,49,36
Bravo D10,17,5,12,36,31,54
Sha Tin 4,17,4,13,31,29,56
Craigengower Cricket Club,17,1,16,9,8,77
