Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 13,20,19,1,103,84,16
Sha Tin 6,20,14,6,77,63,37
Fusion Squash Club 2,20,14,6,69,55,45
X-Alpha 5,20,11,9,63,57,42
SocGen Squash,20,9,11,61,52,48
Energy Squash Club 1,20,8,12,56,49,51
Happy Squash 4,20,9,11,51,42,58
Energy Squash Club 2,20,10,10,50,48,52
Yuen Long District Sports Association Limited,20,7,13,50,43,57
Kinetic 4,20,7,13,46,42,58
i-Mask Advance Squash Club 5,20,7,13,42,35,65
HKIS Div 13,20,5,15,33,29,70
