Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M4A,20,15,5,85,70,30
SKCSC,20,15,5,81,66,34
United Services Recreation Club M4,20,13,7,77,64,36
Hong Kong Football Club M4B,20,12,8,70,58,42
WAKO,20,9,11,55,46,54
Royal Hong Kong Yacht Club M4,20,8,12,49,41,59
Bolton,20,5,15,32,27,73
Hong Kong Club Blue,20,3,17,29,28,72
