Team,Most Games,Most Wins,Highest Win Percentage
Hong Kong Cricket Club M3,"Kumar Raj, Dickson Robert, Griffiths John David, Mercalfe Stephen Fraser (5)","Kumar Raj, Dickson Robert (2)","Kumar Raj, Dickson Robert (40.0%)"
Hong Kong Football Club M3A,"Hathiramani Dinesh, Ng Adrian, Thompson John (6)",Hathiramani Dinesh (5),Hathiramani Dinesh (83.3%)
Hong Kong Football Club M3B,Schultz Nikolaj (8),"Tanner Julian, Schultz Nikolaj (5)",Tanner Julian (71.4%)
Kowloon Cricket Club M3,"Choy Yuk Kwong Donnie, Bachani Vinay Suresh (7)","Choy Yuk Kwong Donnie, Tsang Wai Kit Paul (4)",Tsang Wai Kit Paul (80.0%)
Old Squash Fellows,Leung Dick Kan Fai (8),Leung Dick Kan Fai (7),Leung Dick Kan Fai (87.5%)
Royal Hong Kong Yacht Club M3,"Ho Yiu Wah Hendry, Cheng Victor Kwok Wai, Lipsham David John (7)",Ho Yiu Wah Hendry (7),Ho Yiu Wah Hendry (100.0%)
Titlows Squash Team,"Au Ming Chung Sampson, Chan Raymond Tsan Fai, Lo Wai Kiu Bobby, Yung Kai Sing (8)",Lo Wai Kiu Bobby (4),Lo Wai Kiu Bobby (50.0%)
United Services Recreation Club M3,Bidal Jay (8),Freeman Neil (7),Freeman Neil (100.0%)
