Home Team,Away Team,Venue,Match Week,Date
Hong Kong Football Club M4B,Kowloon Cricket Club M4,Hong Kong Football Club,15,2026-01-29
Hong Kong Cricket Club M4,Royal Hong Kong Yacht Club M4,Hong Kong Cricket Club,15,2026-01-29
SKCSC M4,WAKO,Masters - Cornwall Street Squash Centre,15,2026-01-29
Bolton,Hong Kong Club Blue,Masters - Harbour Road Sports Centre,15,2026-01-29
United Services Recreation Club M4,Hong Kong Football Club M4A,United Services Recreation Club,15,2026-01-29
Kowloon Cricket Club M4,United Services Recreation Club M4,Kowloon Cricket Club,16,2026-02-05
Hong Kong Football Club M4A,Bolton,Hong Kong Football Club,16,2026-02-05
Hong Kong Club Blue,SKCSC M4,The Hong Kong Club,16,2026-02-05
WAKO,Royal Hong Kong Yacht Club M4,Masters - Harbour Road Sports Centre,16,2026-02-05
Hong Kong Cricket Club M4,Hong Kong Football Club M4B,Hong Kong Cricket Club,16,2026-02-05
Hong Kong Cricket Club M4,Kowloon Cricket Club M4,Hong Kong Cricket Club,17,2026-02-12
Hong Kong Football Club M4B,WAKO,Hong Kong Football Club,17,2026-02-12
Hong Kong Club Blue,Royal Hong Kong Yacht Club M4,The Hong Kong Club,17,2026-02-12
SKCSC M4,Hong Kong Football Club M4A,Masters - Cornwall Street Squash Centre,17,2026-02-12
Bolton,United Services Recreation Club M4,Masters - Harbour Road Sports Centre,17,2026-02-12
Kowloon Cricket Club M4,Bolton,Kowloon Cricket Club,18,2026-03-05
United Services Recreation Club M4,SKCSC M4,United Services Recreation Club,18,2026-03-05
Hong Kong Football Club M4A,Royal Hong Kong Yacht Club M4,Hong Kong Football Club,18,2026-03-05
Hong Kong Football Club M4B,Hong Kong Club Blue,Hong Kong Football Club,18,2026-03-05
WAKO,Hong Kong Cricket Club M4,Masters - Harbour Road Sports Centre,18,2026-03-05
