Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5
Hong Kong Football Club M1B,16,12.385877175435088,3.614122824564913,47.688937787557514,100.0,89.49789957991598,10.502100420084016,0.0,0.0,0.0
Hong Kong Football Club M1A,16,12.032206441288258,3.967793558711742,43.586517303460695,100.0,10.502100420084016,89.39787957591518,0.10002000400080016,0.0,0.0
Hong Kong Cricket Club M1B,16,7.826565313062613,8.173434686937387,31.50390078015603,100.0,0.0,0.10002000400080016,99.8999799959992,0.0,0.0
Hong Kong Cricket Club M1A,16,4.9241848369673935,11.075815163032606,22.750350070014,99.39987997599519,0.0,0.0,0.0,99.39987997599519,0.6001200240048009
Ladies Recreation Club M1,16,2.831166233246649,13.168833766753352,14.470294058811763,0.6001200240048009,0.0,0.0,0.0,0.6001200240048009,99.39987997599519
