Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9
Sha Tin 3,16,15.549309861972395,0.45069013802760555,81.17803560712143,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 8,16,12.450690138027605,3.5493098619723944,64.82196439287857,100.0,0.0,99.43988797759552,0.5601120224044809,0.0,0.0,0.0,0.0,0.0,0.0
Ladies Recreation Club Div 8,16,11.765153030606122,4.234846969393879,61.03320664132826,100.0,0.0,0.5601120224044809,99.43988797759552,0.0,0.0,0.0,0.0,0.0,0.0
Squashathon Zero,16,7.8679735947189435,8.132026405281056,51.371674334866974,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Striving Squash,16,7.0,9.0,46.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Physical Chess 3,16,5.7715543108621725,10.228445689137828,39.02160432086417,0.0,0.0,0.0,0.0,0.0,0.0,97.85957191438288,2.1404280856171236,0.0,0.0
TOMCAT,16,6.234846969393879,9.765153030606122,33.96679335867174,0.0,0.0,0.0,0.0,0.0,0.0,2.1404280856171236,97.85957191438288,0.0,0.0
Kinetic 2,16,4.2284456891378275,11.771554310862172,27.978395679135826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.95959191838368,2.0404080816163233
i-Mask Advance Squash Club 2,16,1.1320264052810562,14.867973594718944,24.628325665133026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0404080816163233,97.95959191838368
