Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Sha Tin 5,20,18.77215443088618,1.2278455691138228,89.7753550710142,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Squash Club 3,20,13.01760352070414,6.9823964792958595,71.91558311662332,99.13982796559313,0.0,80.87617523504701,15.283056611322266,2.980596119223845,0.7801560312062412,0.060012002400480095,0.020004000800160033,0.0,0.0,0.0,0.0
BOSS,20,11.474294858971795,8.525705141028205,65.8621724344869,84.51690338067613,0.0,11.162232446489298,41.468293658731746,31.88637727545509,10.222044408881777,3.5207041408281654,1.3202640528105622,0.4200840168033607,0.0,0.0,0.0
Kinetic 3,20,12.434486897379475,7.565513102620525,64.78595719143829,77.79555911182237,0.0,7.081416283256652,36.90738147629526,33.806761352270456,13.162632526505302,5.74114822964593,2.440488097619524,0.8401680336067214,0.020004000800160033,0.0,0.0
Tuen Mun Squash Club,20,10.435287057411482,9.564712942588518,59.74474894978996,19.123824764952992,0.0,0.8201640328065612,3.980796159231846,14.322864572914584,24.98499699939988,20.284056811362273,17.783556711342268,15.303060612122424,2.520504100820164,0.0,0.0
Star River 1,20,9.354070814162833,10.645929185837167,58.472894578915785,6.541308261652331,0.0,0.0,0.5601120224044809,5.98119623924785,18.823764752950588,24.20484096819364,25.465093018603717,23.144628925785156,1.8203640728145631,0.0,0.0
HKCC Tuesday Night Rockers,20,9.621324264852971,10.378675735147029,58.4496899379876,8.961792358471694,0.0,0.060012002400480095,1.5403080616123226,7.361472294458891,16.883376675335068,22.004400880176036,21.824364872974595,22.664532906581318,7.661532306461292,0.0,0.0
Global Squash 2,20,8.356471294258853,11.643528705741149,58.281656331266255,3.7807561512302463,0.0,0.0,0.24004800960192038,3.540708141628326,14.022804560912183,21.564312862572514,26.865373074614922,27.905581116223242,5.841168233646729,0.020004000800160033,0.0
i-Mask Advance Squash Club 4,20,7.4542908581716345,12.545709141828365,51.00820164032807,0.14002800560112022,0.0,0.0,0.020004000800160033,0.12002400480096019,1.1202240448089618,2.620524104820964,4.280856171234247,9.701940388077615,79.1758351670334,2.8405681136227248,0.12002400480096019
7NT,20,3.755151030206041,16.24484896979396,41.2124424884977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020004000800160033,1.6203240648129626,50.67013402680536,47.68953790758152
Invader Squash,20,5.3248649729945985,14.675135027005402,40.49129825965193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.340268053610722,46.469293858771756,52.19043808761752
