Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
Kowloon Cricket Club 6B,18,17.65213042608522,0.34786957391478296,84.56551310262053,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kowloon Cricket Club 6A,18,11.666933386677336,6.333066613322664,66.59391878375675,100.0,0.0,72.49449889977996,27.50550110022004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Services Recreation Club 2,18,11.51130226045209,6.488697739547909,66.0378075615123,100.0,0.0,27.50550110022004,72.49449889977996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Cricket Club 4,18,10.48869773954791,7.511302260452091,59.9621924384877,99.53990798159631,0.0,0.0,0.0,99.53990798159631,0.4600920184036807,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 6B,18,9.806561312262453,8.193438687737547,56.15943188637728,0.4600920184036807,0.0,0.0,0.0,0.4600920184036807,96.77935587117423,2.480496099219844,0.26005201040208037,0.020004000800160033,0.0,0.0
Global Squash 1,18,9.674534906981396,8.325465093018604,51.64052810562112,0.0,0.0,0.0,0.0,0.0,2.2404480896179235,56.91138227645529,31.96639327865573,8.881776355271054,0.0,0.0
Hong Kong Football Club 6C,18,7.347869573914783,10.652130426085217,51.43448689737948,0.0,0.0,0.0,0.0,0.0,0.5201040208041607,33.606721344268855,48.88977795559112,16.983396679335865,0.0,0.0
Hong Kong Football Club 6A,18,7.333066613322664,10.666933386677336,49.40608121624325,0.0,0.0,0.0,0.0,0.0,0.0,7.001400280056011,18.88377675535107,74.11482296459292,0.0,0.0
Friend Club 3,18,2.325465093018604,15.674534906981396,28.359471894378878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.47729545909182,13.522704540908181
Social Squash Team,18,2.1934386877375474,15.806561312262453,25.840568113622723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.522704540908181,86.47729545909182
