Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Hong Kong Cricket Club D15,v,Royal Hong Kong Yacht Club Div 15,Hong Kong Cricket Club,17:00:00,"3-2(0-3,2-3,3-0,3-0,3-0)",1,04/10/2025
Squash Busters,v,HKIS Div 15,Cornwall Street Squash Centre,17:00:00,"5-0(3-0,3-0,3-0,3-0,3-0)",1,04/10/2025
Sha Tin 6,v,United Services Recreation Club 4,Cornwall Street Squash Centre,17:00:00,"3-2(0-3,1-3,WO,3-0,3-0)",1,04/10/2025
North District Sports Association 3,v,Squashathon X,Cornwall Street Squash Centre,17:00:00,"2-3(0-3,0-3,3-0,0-3,3-0)",1,04/10/2025
Royal Hong Kong Yacht Club Div 15,v,Squashathon X,Royal Hong Kong Yacht Club,17:00:00,"3-2(1-3,1-3,CR,CR,CR)",2,11/10/2025
United Services Recreation Club 4,v,North District Sports Association 3,United Services Recreation Club,17:00:00,"4-1(3-0,3-1,3-0,3-0,0-3)",2,11/10/2025
HKIS Div 15,v,Sha Tin 6,HK Squash Centre,17:00:00,"0-5(0-3,0-3,0-3,0-3,0-3)",2,11/10/2025
Hong Kong Cricket Club D15,v,Squash Busters,Hong Kong Cricket Club,17:00:00,"5-0(3-0,3-1,3-0,3-0,3-2)",2,11/10/2025
Squash Busters,v,Royal Hong Kong Yacht Club Div 15,Kwun Chung Sports Centre,17:00:00,"4-1(3-0,3-0,2-3,3-2,3-0)",3,18/10/2025
Sha Tin 6,v,Hong Kong Cricket Club D15,Cornwall Street Squash Centre,17:00:00,"2-3(3-1,3-0,0-3,0-3,0-3)",3,18/10/2025
North District Sports Association 3,v,HKIS Div 15,Pei Ho Street Sports Centre,17:00:00,"5-0(3-0,WO,3-0,3-1,3-0)",3,18/10/2025
Squashathon X,v,United Services Recreation Club 4,HK Squash Centre,17:00:00,"3-2(0-3,0-3,3-1,CR,CR)",3,18/10/2025
Royal Hong Kong Yacht Club Div 15,v,United Services Recreation Club 4,Royal Hong Kong Yacht Club,17:00:00,"3-2(0-3,3-2,0-3,3-1,3-0)",4,25/10/2025
HKIS Div 15,v,Squashathon X,HK Squash Centre,17:00:00,"0-5(0-3,0-3,0-3,1-3,0-3)",4,25/10/2025
Hong Kong Cricket Club D15,v,North District Sports Association 3,Hong Kong Cricket Club,17:00:00,"5-0(3-0,3-0,3-1,3-0,3-0)",4,25/10/2025
Squash Busters,v,Sha Tin 6,Cornwall Street Squash Centre,17:00:00,"4-1(0-3,3-2,3-0,3-0,3-0)",4,25/10/2025
Sha Tin 6,v,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,17:00:00,"1-4(2-3,1-3,0-3,3-0,0-3)",5,22/11/2025
North District Sports Association 3,v,Squash Busters,Pei Ho Street Sports Centre,17:00:00,"2-3(0-3,1-3,0-3,3-1,3-0)",5,22/11/2025
Squashathon X,v,Hong Kong Cricket Club D15,HK Squash Centre,17:00:00,"2-3(2-3,0-3,3-1,1-3,3-2)",5,22/11/2025
United Services Recreation Club 4,v,HKIS Div 15,United Services Recreation Club,17:00:00,"5-0(3-0,3-0,3-0,3-0,3-2)",5,22/11/2025
Royal Hong Kong Yacht Club Div 15,v,HKIS Div 15,Cornwall Street Squash Centre,17:00:00,"4-1(3-0,3-0,0-3,CR,CR)",6,29/11/2025
Hong Kong Cricket Club D15,v,United Services Recreation Club 4,Hong Kong Cricket Club,17:00:00,"3-2(0-3,3-2,3-1,0-3,3-0)",6,29/11/2025
Squash Busters,v,Squashathon X,Kwun Chung Sports Centre,17:00:00,"3-2(1-3,3-0,0-3,WO,CR)",6,29/11/2025
Sha Tin 6,v,North District Sports Association 3,Cornwall Street Squash Centre,17:00:00,"3-2(3-0,3-0,0-3,3-0,0-3)",6,29/11/2025
North District Sports Association 3,v,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,17:00:00,"1-4(0-3,0-3,0-3,2-3,3-0)",7,13/12/2025
Squashathon X,v,Sha Tin 6,HK Squash Centre,17:00:00,,7,13/12/2025
