Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
United Services Recreation Club M4,26.666666666666657,-6.666666666666671,60.0,0.0,3.333333333333343,16.66666666666667
Hong Kong Football Club M4B,20.0,15.0,10.0,35.0,-35.0,9.0
Hong Kong Football Club M4A,0.0,55.0,-15.0,35.0,-30.0,9.0
Bolton,-3.3333333333333357,10.0,13.333333333333329,16.666666666666664,5.0,8.333333333333332
WAKO,30.0,-30.0,10.0,-6.666666666666671,10.0,2.6666666666666643
Royal Hong Kong Yacht Club M4,20.0,-13.333333333333329,-6.666666666666657,10.0,-20.0,-2.0
SKCSC,10.0,-43.33333333333334,-3.333333333333343,30.0,-10.0,-3.3333333333333357
Hong Kong Club Blue,10.0,-10.0,0.0,-30.0,-60.0,-18.0
