Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club L1A,75.0,100.0,25.0,66.66666666666667,12
Kowloon Cricket Club L1B,75.0,50.0,66.66666666666666,63.888888888888886,11
Kowloon Cricket Club L1A,66.66666666666666,66.66666666666666,33.33333333333333,55.55555555555554,9
Jessica,20.0,40.0,75.0,45.0,14
Hong Kong Cricket Club L1,40.0,20.0,0.0,20.0,14
Hong Kong Football Club L1B,0.0,0.0,0.0,0.0,9
