Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
The 8 Virtues,71.42857142857143,85.71428571428571,83.33333333333334,80.0,60.0,76.0952380952381,30
Hong Kong International School D19,80.0,40.0,100.0,80.0,66.66666666666666,73.33333333333333,23
Electrify Squash Div 19,75.0,100.0,87.5,50.0,50.0,72.5,40
TNG 3,33.33333333333333,55.55555555555556,77.77777777777779,100.0,83.33333333333334,70.0,41
SocGen Squash,100.0,66.66666666666666,50.0,80.0,50.0,69.33333333333333,25
Hong Kong Football Club 19,45.45454545454545,54.54545454545454,63.63636363636363,81.81818181818183,77.77777777777779,64.64646464646464,53
Squashathon 2,60.0,100.0,80.0,0.0,40.0,56.0,25
X-Alpha 6,77.77777777777779,44.44444444444444,66.66666666666666,37.5,25.0,50.27777777777778,39
8 Virtues + 1,20.0,50.0,66.66666666666666,50.0,50.0,47.33333333333333,16
Sha Tin Squash Rackets Club 8,42.857142857142854,42.857142857142854,33.33333333333333,16.666666666666664,40.0,35.14285714285714,31
United Services Recreation Club 4,40.0,10.0,55.55555555555556,22.22222222222222,33.33333333333333,32.222222222222214,44
RELAY 2,0.0,28.57142857142857,28.57142857142857,28.57142857142857,40.0,25.142857142857142,33
