Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club 7B,100.0,90.0,70.0,70.0,77.77777777777779,81.55555555555556,49
Hong Kong Football Club 7A,90.0,60.0,77.77777777777779,62.5,85.71428571428571,75.1984126984127,44
Physical Chess 1,50.0,100.0,50.0,85.71428571428571,85.71428571428571,74.28571428571429,38
Kowloon Cricket Club 7,63.63636363636363,27.27272727272727,72.72727272727273,70.0,75.0,61.72727272727273,51
X-Alpha 3,77.77777777777779,75.0,50.0,37.5,60.0,60.05555555555556,38
The Squash Club 1,42.857142857142854,57.14285714285714,71.42857142857143,42.857142857142854,57.14285714285714,54.28571428571429,35
Twister 1,28.57142857142857,71.42857142857143,85.71428571428571,50.0,0.0,47.142857142857146,32
Happy Squash 2,33.33333333333333,55.55555555555556,22.22222222222222,37.5,42.857142857142854,38.2936507936508,42
Friend Club 2,27.27272727272727,27.27272727272727,45.45454545454545,55.55555555555556,25.0,36.11111111111111,50
Fusion Squash Club 1,18.181818181818183,18.181818181818183,18.181818181818183,30.0,44.44444444444444,25.7979797979798,52
Hong Kong Racketlon Association 1,12.5,12.5,25.0,37.5,33.33333333333333,24.166666666666664,38
i-Mask Advance Squash Club 2,33.33333333333333,16.666666666666664,0.0,20.0,25.0,19.0,27
