Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M1A,80.0,100.0,80.0,80.0,85.0,20
Hong Kong Football Club M1B,83.33333333333334,66.66666666666666,50.0,66.66666666666666,66.66666666666666,24
Ladies Recreation Club M1,14.285714285714285,42.857142857142854,85.71428571428571,71.42857142857143,53.57142857142857,28
Hong Kong Cricket Club M1B,16.666666666666664,33.33333333333333,0.0,50.0,25.0,24
Hong Kong Cricket Club M1A,60.0,0.0,0.0,0.0,15.0,20
