Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Cricket Club 6,50.0,100.0,100.0,100.0,0.0,70.0
Squashathon Zero,100.0,40.0,60.0,60.0,80.0,68.0
i-Mask Advance Squash Club 3,100.0,20.0,80.0,80.0,50.0,66.0
MERCURY,0.0,20.0,100.0,80.0,80.0,56.0
Sha Tin Squash Rackets Club 3,20.0,60.0,60.0,40.0,60.0,48.0
Studio Pro,75.0,25.0,0.0,75.0,33.33333333333333,41.666666666666664
Kinetic 1,25.0,25.0,75.0,25.0,25.0,35.0
Ladies Recreation Club Div 12,40.0,0.0,80.0,25.0,25.0,34.0
