Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Football Club L3A,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
Hong Kong Football Club L3B,60.0,100.0,60.0,40.0,65.0
JESSICA Smashin' Mochi,16.666666666666664,33.33333333333333,100.0,100.0,62.5
Physical Chess Ladies,75.0,50.0,50.0,66.66666666666666,60.416666666666664
Hong Kong Cricket Club Rockettes,50.0,75.0,33.33333333333333,50.0,52.08333333333333
Hong Kong Football Club L3C,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,49.999999999999986
The Squash Club Ladies,25.0,0.0,25.0,25.0,18.75
