Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club L2,85.71428571428571,85.71428571428571,83.33333333333334,100.0,88.69047619047619,24
Hong Kong Football Club L2A,80.0,80.0,40.0,60.0,65.0,20
Hong Kong Cricket Club L2A,20.0,80.0,100.0,50.0,62.5,17
Hong Kong Football Club L2C,33.33333333333333,33.33333333333333,33.33333333333333,50.0,37.5,11
Hong Kong Football Club L2B,40.0,40.0,0.0,33.33333333333333,28.333333333333332,18
Hong Kong Cricket Club L2B,0.0,33.33333333333333,16.666666666666664,16.666666666666664,16.666666666666664,24
