Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club 1,33.33333333333333,100.0,100.0,77.77777777777777,9
FWD,33.33333333333333,33.33333333333333,100.0,55.55555555555555,7
Hong Kong Cricket Club 1,33.33333333333333,0.0,33.33333333333333,22.222222222222218,9
Kowloon Cricket Club 1B,0.0,33.33333333333333,33.33333333333333,22.222222222222218,9
Kowloon Cricket Club 1A,0.0,50.0,0.0,16.666666666666668,6
