Team,Most Games,Most Wins,Highest Win Percentage
Electrify Squash Div 15,"Chou Kowk Wai, Chan Tsz Hin Benjamin (11)","Chou Kowk Wai, Chan Tsz Hin Benjamin (11)","Chou Kowk Wai, Cheung Chak Hang, Lau Hug Chun Felix, Chan Tsz Hin Benjamin (100.0%)"
Fusion Squash Club 3,Wang Alden (9),"Yau Ching Yu, Lee Tin Yau (5)",Lee Tin Yau (71.4%)
RELAY 2,Cheng Tsz Long (10),"Cheng Tsz Long, Chung Yui On Jake (8)",Chung Yui On Jake (100.0%)
Serve - Ivors,Sra Jai Singh (9),"Finn Christopher, Sra Jai Singh (5)",Finn Christopher (100.0%)
Squash-On,Chan Lut Yin Marcus (13),Chan Lut Yin Marcus (10),Fan Ethan Zheming (80.0%)
Squashathon MeGa,Shi Tuofu (7),"Buxani Krish, Tsang Ka Lei Carrie, Leung Cheuk Hin (4)","Buxani Krish, Tsang Ka Lei Carrie, Leung Cheuk Hin (80.0%)"
TNG 3,Cheung Hei Sun (9),"Chung King Lok Jacob, Chan Lok Man (4)",Jue Emily Xiao Ran (60.0%)
i-Mask Advance Squash Club 6,"Lam Tsz Wang, Chu Nathan Yian Zhe (8)","Lam Tsz Wang, Lam Tsz Ching (4)","Au Pak Yin, Lau Sai Chak Elson (60.0%)"
