Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Kowloon Cricket Club 6B,Kowloon Cricket Club,5.0,0.0,5.0
Kowloon Cricket Club 6A,Kowloon Cricket Club,4.0,0.0,4.0
Global Squash 1,HK Squash Centre,2.5,0.0,2.5
Electrify Squash Div 6,HK Squash Centre,2.0,0.0,2.0
Hong Kong Football Club 6C,Hong Kong Football Club,2.0,0.0,2.0
Ladies Recreation Club Div 6,Ladies Recreation Club,2.0,0.0,2.0
Hong Kong Football Club 6B,Hong Kong Football Club,0.0,0.0,0.0
X-Alpha 3,Cornwall Street Squash Centre,0.0,0.5,-0.5
Uncles,Cornwall Street Squash Centre,2.0,3.0,-1.0
Hong Kong Cricket Club D6,Hong Kong Cricket Club,0.0,2.0,-2.0
Fusion Squash Club 1,HK Squash Centre,0.0,3.0,-3.0
Hong Kong Football Club 6A,Hong Kong Football Club,0.0,4.0,-4.0
