Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Hong Kong Football Club 12A,Hong Kong Football Club,4.0,1.0,3.0
Hong Kong Football Club 12B,Hong Kong Football Club,3.0,1.0,2.0
Sha Tin 5,Cornwall Street Squash Centre,2.0,0.0,2.0
CSD Squash Team,HK Squash Centre,2.0,1.0,1.0
Star River 1,Cornwall Street Squash Centre,4.0,4.0,0.0
Global Squash 2,Harbour Road Sports Centre,2.0,3.0,-1.0
Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club,4.0,5.0,-1.0
SKCSC Div 12,Cornwall Street Squash Centre,0.0,2.0,-2.0
Physical Chess 4,Harbour Road Sports Centre,1.0,4.0,-3.0
Winter Warriors,HK Squash Centre,0.0,3.0,-3.0
