Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Fusion Squash Club 2,80.0,80.0,80.0,80.0,100.0,84.0,24
Electrify Squash Div 13,60.0,100.0,80.0,80.0,100.0,84.0,23
Sha Tin 6,77.77777777777779,66.66666666666666,44.44444444444444,75.0,66.66666666666666,66.11111111111111,38
SocGen Squash,33.33333333333333,40.0,80.0,75.0,100.0,65.66666666666666,23
X-Alpha 5,77.77777777777779,33.33333333333333,50.0,37.5,16.666666666666664,43.05555555555556,40
HKIS Div 13,50.0,50.0,0.0,100.0,0.0,40.0,6
Energy Squash Club 2,0.0,75.0,75.0,33.33333333333333,0.0,36.666666666666664,16
Kinetic 4,62.5,12.5,37.5,28.57142857142857,40.0,36.21428571428571,36
i-Mask Advance Squash Club 5,100.0,25.0,50.0,0.0,0.0,35.0,15
Happy Squash 4,33.33333333333333,66.66666666666666,11.11111111111111,22.22222222222222,0.0,26.666666666666664,45
Energy Squash Club 1,33.33333333333333,25.0,25.0,42.857142857142854,0.0,25.238095238095234,37
Yuen Long District Sports Association Limited,37.5,12.5,28.57142857142857,20.0,20.0,23.714285714285715,33
