Home Team,Away Team,Venue,Match Week,Date
LONGVIEW,Happy Squash 3,Kwun Chung Sports Centre,18,2025-03-14
Dynamos Squash,NEXUS 3,Tsing Yi Sports Centre,18,2025-03-14
X-Alpha 4,Fusion Squash Club 1,Pei Ho Street Sports Centre,18,2025-03-14
X-Alpha 4,Dynamos Squash,Pei Ho Street Sports Centre,19,2025-03-21
NEXUS 3,LONGVIEW,Cornwall Street Squash Centre,19,2025-03-21
Happy Squash 3,MERCURY,Wai Tsuen Sports Centre,19,2025-03-21
Fusion Squash Club 1,Vitality Squash 2,HK Squash Centre,19,2025-03-21
Happy Squash 3,Vitality Squash 2,Yeung Uk Road Sports Centre,20,2025-03-28
NEXUS 3,MERCURY,Cornwall Street Squash Centre,20,2025-03-28
LONGVIEW,X-Alpha 4,Kwun Chung Sports Centre,20,2025-03-28
Dynamos Squash,Fusion Squash Club 1,Tsing Yi Sports Centre,20,2025-03-28
NEXUS 3,Happy Squash 3,Cornwall Street Squash Centre,21,2025-04-11
X-Alpha 4,Vitality Squash 2,Cornwall Street Squash Centre,21,2025-04-11
Dynamos Squash,MERCURY,Tsing Yi Sports Centre,21,2025-04-11
LONGVIEW,Fusion Squash Club 1,Cornwall Street Squash Centre,21,2025-04-11
