Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club 1B,25.0,66.66666666666667,33.33333333333334,41.666666666666664
FWD,0.0,-33.33333333333333,33.33333333333333,0.0
Kowloon Cricket Club 1A,16.66666666666667,-16.666666666666657,-16.666666666666657,-5.555555555555543
Hong Kong Football Club 1A,16.666666666666657,-16.66666666666667,-16.66666666666667,-5.555555555555564
Hong Kong Cricket Club D1,-40.0,-40.0,25.0,-18.333333333333336
Kowloon Cricket Club 1B,0.0,-100.0,0.0,-33.333333333333336
