Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
TKO Junior 1,16.66666666666667,16.66666666666667,66.66666666666667,66.66666666666667,100.0,53.333333333333336
Squash-On,66.66666666666666,50.0,33.33333333333333,66.66666666666666,0.0,43.33333333333333
Ladies Recreation Club Div 14,66.66666666666666,66.66666666666666,33.33333333333334,33.33333333333333,0.0,40.0
TNG 3,66.66666666666667,50.0,50.0,-50.0,50.0,33.333333333333336
Physical Chess 5,50.0,-50.0,75.0,0.0,75.0,30.0
The Squash Club 4,0.0,25.0,50.0,75.0,-33.33333333333333,23.333333333333336
Fusion Squash Club 4,33.33333333333333,0.0,33.33333333333333,0.0,0.0,13.333333333333332
Royal Hong Kong Yacht Club Div 14,0.0,0.0,0.0,50.0,0.0,10.0
RELAY 2,25.0,0.0,0.0,50.0,-50.0,5.0
8 Virtues + 1,16.666666666666657,-25.0,-25.0,75.0,-66.66666666666666,-5.0
North District Sports Association 2,0.0,0.0,-50.0,50.0,-100.0,-20.0
Hong Kong Football Club 14,0.0,0.0,-50.0,-75.0,-33.33333333333334,-31.66666666666667
