Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
JESSICA L2 [withdrawal],0.0,0.0,0.0,0.0,0.0
Hong Kong Cricket Club L2,-75.0,0.0,33.33333333333333,33.33333333333333,-2.0833333333333357
Hong Kong Football Club L2A,33.33333333333334,-50.0,0.0,-50.0,-16.666666666666664
Kowloon Cricket Club L2B,-66.66666666666667,-33.33333333333334,-33.33333333333334,0.0,-33.33333333333334
Hong Kong Football Club L2B,50.0,-100.0,-100.0,0.0,-37.5
Kowloon Cricket Club L2A,100.0,-100.0,-100.0,-100.0,-50.0
