Team,Played,Won,Lost,Points
The Zero Squash Club D17,11,10,1,50
Hong Kong Cricket Club 17,11,9,2,49
HEAD SHATIN 5,11,9,2,43
i-Mask Advance Squash Club 11,11,5,6,39
Kinetic 6,11,4,7,24
Spaghetti,11,4,7,21
Smart Squash 3,11,3,8,21
PLZ,11,0,11,8
