Team,Played,Won,Lost,Points
Physical Chess 2,9,9,0,43
Honey Badger 1,9,8,1,42
PERRIER SERGIO TACCHINI KCC 7,9,7,2,35
Andy and Friends 2,9,6,3,31
KTSC,9,5,4,28
HKU 2,9,4,5,26
Castlers & Friends,9,3,6,21
Tuen Mun Squash Club 1,9,3,6,21
Martinis,9,3,6,19
Hong Kong Football Club 11,9,2,7,17
TFST,10,0,10,16
