Team,Played,Won,Lost,Points
Mercury,11,8,3,45
Hong Kong Cricket Club 12,10,7,3,42
Warriors 2,9,8,1,39
i-Mask Advance Squash Club 7,9,7,2,37
EdUHK,9,4,5,27
The Squash Club,10,3,7,26
A Squash 2,10,3,7,17
Friend Club 4,10,2,8,12
Spark 3,8,1,7,12
