Team,Played,Won,Lost,Points
PERRIER SERGIO TACCHINI KCC 1,9,7,2,28
Food Angel,9,5,4,20
Young Player 1B,9,4,5,15
Hong Kong Football Club 1,8,3,5,13
Young Player 1A,9,3,6,12
