Team,Played,Won,Lost,Points
United Services Recreation Club 2,11,10,1,50
Yuen Long JR 1,11,8,3,48
Hong Kong Football Club 7,10,6,4,38
Spark 2,11,5,6,32
Warriors 1,10,6,4,30
i-Mask Advance Squash Club 4,11,5,6,28
Neptune,11,4,7,27
i-Mask Advance Squash Club 3,11,5,6,24
Squashathon Zero,11,2,9,22
Yuen Long Squash Club,9,2,7,17
