Team,Played,Won,Lost,Points
North District Sport Association 1,10,9,1,44
WSC Noset,9,8,1,38
Tuen Mun Squash Club 2,10,6,4,34
Hong Kong Football Club 13,10,6,4,33
Sea Bear,10,4,6,27
Island Squash Racket Club,9,4,5,25
Kinetic 4,10,4,6,25
Star River 2,10,2,8,25
Centre Squash,10,3,7,23
Banbil,10,3,7,18
