Team,Played,Won,Lost,Points
Global 2,10,9,1,46
Hong Kong Football Club 16,10,8,2,44
Hong Kong Racketlon Association,10,8,2,44
Alpha CUHK 2,10,8,2,43
South China Athletic Association,10,7,3,42
Winter Warriors,10,7,3,39
Airporterz,10,4,6,31
CSD,10,3,7,19
Mass,10,3,7,18
Star River 4,10,2,8,12
Latecomers,10,0,10,11
Progressive Squash Club,10,1,9,10
