Team,Played,Won,Lost,Points
Hong Kong Cricket Club 10,9,9,0,40
Alpha CUHK 1,7,6,1,33
Hong Kong Football Club 10,9,6,3,33
Xavier,7,4,3,24
United Services Recreation Club 3,8,4,4,23
The Squash Club,7,2,5,16
i-Mask Advance Squash Club 6,6,1,5,13
Perrier,7,1,6,12
Royal Hong Kong Yacht Club 10,8,1,7,8
