Team,Played,Won,Lost,Points
PERRIER SERGIO TACCHINI KCC 3,9,7,2,42
Young Player 3,10,7,3,38
Hong Kong Football Club 3A,10,6,4,32
United Services Recreation Club - FWD 1,8,6,2,31
Hong Kong Football Club 3B,8,4,4,28
i-Mask Advance Squash Club 1,8,0,8,5
Raptors,9,1,8,4
