Team,Played,Won,Lost,Points
Hong Kong Football Club 18,9,8,1,44
United Services Recreation Club 4,9,7,2,39
Spark 4,9,7,2,38
Yuen Long JR 3,9,6,3,37
HEAD SHATIN 6,8,6,2,33
Skyers,9,5,4,33
i-Mask Advance Squash Club 12,9,4,5,27
HDSC,8,3,5,15
TNG 3,9,1,8,10
Relay 2,8,1,7,6
Smart Squash 4,9,0,9,0
