Team,Played,Won,Lost,Points
PERRIER SERGIO TACCHINI KCC L1B,9,6,3,23
PERRIER SERGIO TACCHINI KCC L1A,9,5,4,22
Young Player L1,9,5,4,20
Hong Kong Football Club L1,8,5,3,16
Hong Kong Cricket Club L1,9,1,8,7
