Team,Played,Won,Lost,Points
PERRIER SERGIO TACCHINI KCC 2B,6,6,0,30
Hong Kong Cricket Club 2,7,6,1,26
Hong Kong Football Club 2,6,2,4,14
PERRIER SERGIO TACCHINI KCC 2A,6,1,5,14
Young Player 2,7,1,6,10
