Team,Played,Won,Lost,Points
Alpha CUHK Master,10,9,1,52
PERRIER SERGIO TACCHINI KCC M4,10,9,1,49
WAKO Masters,11,8,3,44
Hong Kong Cricket Club M4,11,7,4,41
Bolton,11,4,7,25
The Hong Kong Club Blue,11,4,7,25
Hong Kong Football Club M4,11,2,9,16
Royal Hong Kong Yacht Club M4,11,0,11,6
