Team,Played,Won,Lost,Points
Hong Kong Football Club 8A,9,9,0,45
Hong Kong Cricket Club 8,9,6,3,33
PERRIER SERGIO TACCHINI KCC 6,8,6,2,33
Hong Kong Football Club 8B,10,4,6,31
HEAD SHATIN 3,9,2,7,17
i-Mask Advance Squash Club 5,9,0,9,2
