Team,Played,Won,Lost,Points
Kwai Tsing District Squash Club 1,9,7,2,40
PSC 1,8,7,1,36
Twister 3,9,6,3,36
The Squash Club,9,6,3,34
i-Mask Advance Squash Club 9,8,6,2,31
Vitality Squash 2,10,4,6,26
Visions,8,2,6,16
Relay 1,9,1,8,7
Kinetic 3,8,0,8,5
