Team,Played,Won,Lost,Points
Hong Kong Football Club 9A,8,7,1,35
Friend Club 3,7,6,1,35
The Hong Kong Jockey Club D9,7,5,2,28
Hong Kong Football Club 9B,8,4,4,25
Star River 1,8,4,4,23
Twister 2,8,3,5,20
Friend Club 2,7,2,5,16
Old School Fellows,7,2,5,15
Target,6,0,6,1
